Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
RXR,Mental Illness,0,30/09/2019
R0B,Mental Illness,0,30/09/2019
RAE,Mental Illness,0,30/09/2019
RCB,Mental Illness,0,30/09/2019
RDZ,General & Acute,518.747253,31/03/2020
REF,General & Acute,575.263736,31/03/2020
RH5,General & Acute,170.076923,31/03/2020
RH8,General & Acute,675.714286,31/03/2020
RJ8,General & Acute,112.67033,31/03/2020
RK9,General & Acute,779.945055,31/03/2020
RWV,Maternity,0,31/03/2020
R1C,Maternity,0,31/03/2020
R1F,Maternity,6.450549,31/03/2020
RA2,Maternity,18,31/03/2020
RDU,Maternity,60.791209,31/03/2020
RHM,Maternity,31.406593,31/03/2020
RN3,Maternity,18.736264,31/03/2020
RNZ,Maternity,15.274725,31/03/2020
RTE,Maternity,34.626374,31/03/2020
RTQ,Maternity,0,31/03/2020
RVJ,Maternity,39.725275,31/03/2020
RVN,Maternity,0,31/03/2020
RDZ,Maternity,0.175824,31/03/2020
REF,Maternity,27.065934,31/03/2020
RH5,Maternity,0,31/03/2020
RH8,Maternity,22.186813,31/03/2020
RJ8,Maternity,0,31/03/2020
RK9,Maternity,30.252747,31/03/2020
RBA,Maternity,20.912088,31/03/2020
RBD,Maternity,11.153846,31/03/2020
RBZ,Maternity,7.032967,31/03/2020
RD1,Maternity,25.417582,31/03/2020
RD3,Maternity,28.692308,31/03/2020
RDY,Maternity,0,31/03/2020
RYX,Maternity,0,31/03/2020
TAF,Maternity,0,31/03/2020
RA3,Maternity,0,31/03/2020
RA4,Maternity,11.274725,31/03/2020
RA7,Maternity,43.703297,31/03/2020
RA9,Maternity,9.197802,31/03/2020
RRV,Maternity,48.472527,31/03/2020
RT3,Maternity,0,31/03/2020
RV3,Maternity,0,31/03/2020
RVR,Maternity,33.120879,31/03/2020
RWK,Maternity,0,31/03/2020
RYJ,Maternity,82.021978,31/03/2020
RPG,Maternity,0,31/03/2020
RPY,Maternity,0,31/03/2020
RQM,Maternity,46.923077,31/03/2020
RQX,Maternity,27,31/03/2020
RQY,Maternity,0,31/03/2020
RRP,Maternity,0,31/03/2020
RJ7,Maternity,30.252747,31/03/2020
RJZ,Maternity,77.10989,31/03/2020
RKE,Maternity,29.703297,31/03/2020
RKL,Maternity,0,31/03/2020
RP4,Maternity,0,31/03/2020
RP6,Maternity,0,31/03/2020
RAT,Maternity,0,31/03/2020
RAX,Maternity,41.824176,31/03/2020
RF4,Maternity,57.868132,31/03/2020
RJ1,Maternity,43.846154,31/03/2020
RJ2,Maternity,75.010989,31/03/2020
RJ6,Maternity,38.659341,31/03/2020
R1H,Maternity,120.769231,31/03/2020
R1K,Maternity,38.934066,31/03/2020
RAL,Maternity,35.593407,31/03/2020
RAN,Maternity,0,31/03/2020
RAP,Maternity,39.450549,31/03/2020
RAS,Maternity,15.934066,31/03/2020
RXF,Learning Disabilities,0,31/03/2020
RXG,Learning Disabilities,18.230769,31/03/2020
RXP,Learning Disabilities,0,31/03/2020
RY6,Learning Disabilities,0,31/03/2020
TAD,Learning Disabilities,6,31/03/2020
TAH,Learning Disabilities,5.527473,31/03/2020
RVW,Learning Disabilities,0,31/03/2020
RWA,Learning Disabilities,0,31/03/2020
RWY,Learning Disabilities,0,31/03/2020
RX3,Learning Disabilities,91.076923,31/03/2020
RX4,Learning Disabilities,84.142857,31/03/2020
RXE,Learning Disabilities,0,31/03/2020
RR7,Learning Disabilities,0,31/03/2020
RR8,Learning Disabilities,0,31/03/2020
RTD,Learning Disabilities,0,31/03/2020
RTF,Learning Disabilities,0,31/03/2020
RTD,Mental Illness,0,31/03/2010
RQW,Mental Illness,0,31/03/2010
RCX,Mental Illness,0,31/03/2010
RFR,Mental Illness,0,31/03/2010
RDZ,Mental Illness,0,31/03/2010
RPY,Mental Illness,0,31/03/2010
RBA,Mental Illness,0,31/03/2010
RX3,Mental Illness,602.989041,31/03/2010
RBV,Mental Illness,0,31/03/2010
RNA,Mental Illness,0,31/03/2010
RAS,Mental Illness,0,31/03/2010
RJ2,Mental Illness,0,31/03/2010
5P5,Mental Illness,0,31/03/2010
RX2,Mental Illness,569.334247,31/03/2010
5M7,Mental Illness,0,31/03/2010
5K3,Mental Illness,0,31/03/2010
5LH,Mental Illness,0,31/03/2010
RMP,Mental Illness,0,31/03/2010
5PJ,Mental Illness,0,31/03/2010
RT6,Mental Illness,151.093151,31/03/2010
5PT,Mental Illness,0,31/03/2010
5KL,Mental Illness,0,31/03/2010
RXX,Mental Illness,270.756164,31/03/2010
RTP,Mental Illness,0,31/03/2010
RAJ,Mental Illness,0,31/03/2010
RVY,Mental Illness,0,31/03/2010
5LE,Mental Illness,0,31/03/2010
RJ7,Mental Illness,0,31/03/2010
RBN,Mental Illness,0,31/03/2010
RWJ,Mental Illness,0,31/03/2010
RJC,Mental Illness,0,31/03/2010
5PY,Mental Illness,0,31/03/2010
RQY,Mental Illness,542.183562,31/03/2010
RXG,Mental Illness,345.542466,31/03/2010
5L1,Mental Illness,0,31/03/2010
RHM,Mental Illness,0,31/03/2010
RYQ,Mental Illness,0,31/03/2010
RRE,Mental Illness,367.473973,31/03/2010
5PK,Mental Illness,0,31/03/2010
RTR,Mental Illness,0,31/03/2010
RE9,Mental Illness,0,31/03/2010
5KG,Mental Illness,0,31/03/2010
5M1,Mental Illness,0,31/03/2010
RA9,Mental Illness,0,31/03/2010
RDR,Mental Illness,0,31/03/2010
RWN,Mental Illness,430.753425,31/03/2010
5A3,Mental Illness,0,31/03/2010
RV5,Mental Illness,720.005479,31/03/2010
RK5,Mental Illness,0,31/03/2010
RXW,Mental Illness,0,31/03/2010
5M2,Mental Illness,0,31/03/2010
TAM,Mental Illness,0,31/03/2010
RH5,Mental Illness,150.178082,31/03/2010
5QL,Mental Illness,0,31/03/2010
RCC,Mental Illness,0,31/03/2010
5NJ,Mental Illness,0,31/03/2010
RCU,Mental Illness,0,31/03/2010
TAH,Mental Illness,223.950685,31/03/2010
5N4,Mental Illness,0,31/03/2010
RHQ,Mental Illness,0,31/03/2010
5F5,Mental Illness,0,31/03/2010
RM3,Mental Illness,0,31/03/2010
RNZ,Mental Illness,0,31/03/2010
RXK,Mental Illness,0,31/03/2010
TAJ,Mental Illness,110.621918,31/03/2010
5PF,Mental Illness,0,31/03/2010
RAL,Mental Illness,0,31/03/2010
RQ6,Mental Illness,0,31/03/2010
RBB,Mental Illness,0,31/03/2010
RAN,Mental Illness,0,31/03/2010
RA2,Mental Illness,0,31/03/2010
RD1,Mental Illness,0,31/03/2010
RXE,Mental Illness,220.890411,31/03/2010
RHW,Mental Illness,0,31/03/2010
RMC,Mental Illness,0,31/03/2010
RT3,Mental Illness,0,31/03/2010
REF,Mental Illness,0,31/03/2010
RH8,Mental Illness,0,31/03/2010
5FE,Mental Illness,120.30411,31/03/2010
RHU,Mental Illness,0,31/03/2010
RPC,Mental Illness,0,31/03/2010
5QR,Mental Illness,0,31/03/2010
RL1,Mental Illness,0,31/03/2010
5H8,Mental Illness,0,31/03/2010
RT2,Mental Illness,435.268493,31/03/2010
RGN,Mental Illness,0,31/03/2010
5PN,Mental Illness,0,31/03/2010
RK9,Mental Illness,0,31/03/2010
5F1,Mental Illness,123.180822,31/03/2010
RD3,Mental Illness,0,31/03/2010
RTH,Mental Illness,0,31/03/2010
RNU,Mental Illness,389.934247,31/03/2010
5QE,Mental Illness,0,31/03/2010
RPG,Mental Illness,442.030137,31/03/2010
RGM,Mental Illness,0,31/03/2010
RW6,Mental Illness,0,31/03/2010
RX4,Mental Illness,792.238356,31/03/2010
RTF,Mental Illness,54.884932,31/03/2010
RX1,Mental Illness,0,31/03/2010
5N8,Mental Illness,0,31/03/2010
RHA,Mental Illness,906.786301,31/03/2010
RBF,Mental Illness,0,31/03/2010
5NV,Mental Illness,258.19726,31/03/2010
RNS,Mental Illness,0,31/03/2010
RP1,Mental Illness,192.139726,31/03/2010
5PD,Mental Illness,0,31/03/2010
RBZ,Mental Illness,0,31/03/2010
RJL,Mental Illness,0,31/03/2010
RAP,Mental Illness,0,31/03/2010
RLY,Mental Illness,209.136986,31/03/2010
5PH,Mental Illness,0,31/03/2010
RVW,Mental Illness,0,31/03/2010
5D8,Mental Illness,0,31/03/2010
RV8,Mental Illness,0,31/03/2010
RNL,Mental Illness,0,31/03/2010
5PW,Mental Illness,0,31/03/2010
TAN,Mental Illness,33.723288,31/03/2010
RAT,Mental Illness,284.720548,31/03/2010
RRD,Mental Illness,351.09589,31/03/2010
5EF,Mental Illness,0,31/03/2010
5C5,Mental Illness,0,31/03/2010
RNH,Mental Illness,0,31/03/2010
RM1,Mental Illness,0,31/03/2010
RMY,Mental Illness,305.10137,31/03/2010
5PQ,Mental Illness,0,31/03/2010
RVJ,Mental Illness,18.684932,31/03/2010
RXF,Mental Illness,0,31/03/2010
RNA,General & Acute,602.771739,30/09/2012
RQ3,General & Acute,196,30/09/2012
RR1,General & Acute,1336.630435,30/09/2012
RRE,General & Acute,0,30/09/2012
RJF,General & Acute,371.076087,30/09/2012
RKB,General & Acute,1010.076087,30/09/2012
RL1,General & Acute,143.98913,30/09/2012
RL4,General & Acute,654.293478,30/09/2012
RLQ,General & Acute,203.891304,30/09/2012
RLT,General & Acute,273.630435,30/09/2012
R1A,General & Acute,74.108696,30/09/2012
R1E,General & Acute,290.847826,30/09/2012
RBK,General & Acute,363.641304,30/09/2012
RJC,General & Acute,472.782609,30/09/2012
RJD,General & Acute,287.293478,30/09/2012
RJE,General & Acute,869.641304,30/09/2012
RWD,General & Acute,981.619565,30/09/2012
RWE,General & Acute,1303.26087,30/09/2012
RX1,General & Acute,1259.315217,30/09/2012
RXM,General & Acute,0,30/09/2012
RY5,General & Acute,49.391304,30/09/2012
RY8,General & Acute,38.130435,30/09/2012
RNQ,General & Acute,476.543478,30/09/2012
RNS,General & Acute,624.695652,30/09/2012
RP1,General & Acute,35.271739,30/09/2012
RP7,General & Acute,0,30/09/2012
RT5,General & Acute,0,30/09/2012
RTG,General & Acute,749.5,30/09/2012
RY6,General & Acute,29.271739,30/09/2012
TAD,General & Acute,0,30/09/2012
TAH,General & Acute,0,30/09/2012
RFS,General & Acute,453.565217,30/09/2012
RHA,General & Acute,74.5,30/09/2012
RK5,General & Acute,606.173913,30/09/2012
RV9,General & Acute,0,30/09/2012
RWA,General & Acute,967.108696,30/09/2012
RWY,General & Acute,612.315217,30/09/2012
RXE,General & Acute,20.5,30/09/2012
RXF,General & Acute,847.25,30/09/2012
RXG,General & Acute,68.413043,30/09/2012
RFR,General & Acute,404.271739,30/09/2012
RGD,General & Acute,0,30/09/2012
RHQ,General & Acute,1491.608696,30/09/2012
RJL,General & Acute,583.532609,30/09/2012
RP5,General & Acute,724.576087,30/09/2012
RR8,General & Acute,1555.51087,30/09/2012
RAE,General & Acute,499.673913,30/09/2012
RCB,General & Acute,897.945652,30/09/2012
RCD,General & Acute,246,30/09/2012
RCF,General & Acute,291.369565,30/09/2012
RCU,General & Acute,85.48913,30/09/2012
RFF,General & Acute,366.934783,30/09/2012
RXA,General & Acute,0,30/09/2012
RXL,General & Acute,697.858696,30/09/2012
RXN,General & Acute,750.228261,30/09/2012
RXR,General & Acute,746.043478,30/09/2012
RXV,General & Acute,0,30/09/2012
TAE,General & Acute,0,30/09/2012
RW3,General & Acute,970.684783,30/09/2012
RW4,General & Acute,0,30/09/2012
RW5,General & Acute,0,30/09/2012
RW6,General & Acute,1164.815217,30/09/2012
RWJ,General & Acute,563.565217,30/09/2012
RWW,General & Acute,514.23913,30/09/2012
RQ6,General & Acute,702.793478,30/09/2012
RRF,General & Acute,382.717391,30/09/2012
RT2,General & Acute,39.097826,30/09/2012
RTV,General & Acute,0,30/09/2012
RTX,General & Acute,612.293478,30/09/2012
RVY,General & Acute,371.25,30/09/2012
RM2,General & Acute,709.836957,30/09/2012
RM3,General & Acute,588.673913,30/09/2012
RMC,General & Acute,501.771739,30/09/2012
RMP,General & Acute,411.847826,30/09/2012
RNL,General & Acute,462.195652,30/09/2012
RNN,General & Acute,0,30/09/2012
REN,General & Acute,54.043478,30/09/2012
REP,General & Acute,23.043478,30/09/2012
RET,General & Acute,118.326087,30/09/2012
RJN,General & Acute,324.413043,30/09/2012
RJR,General & Acute,492.304348,30/09/2012
RJX,General & Acute,0,30/09/2012
RBN,General & Acute,591.652174,30/09/2012
RBQ,General & Acute,131.836957,30/09/2012
RBS,General & Acute,146.934783,30/09/2012
RBT,General & Acute,486.195652,30/09/2012
RBV,General & Acute,141.358696,30/09/2012
REM,General & Acute,662,30/09/2012
RTR,General & Acute,889.532609,30/09/2012
RVW,General & Acute,509.880435,30/09/2012
RX3,General & Acute,0,30/09/2012
RX4,General & Acute,48.228261,30/09/2012
RXP,General & Acute,804.543478,30/09/2012
RBL,General & Acute,639.815217,30/09/2012
RWV,Mental Illness,249.152174,30/09/2012
RE9,General & Acute,344.282609,30/09/2012
RLN,General & Acute,656.902174,30/09/2012
RR7,General & Acute,418.576087,30/09/2012
RTD,General & Acute,1250.76087,30/09/2012
RTF,General & Acute,862.25,30/09/2012
RN3,Mental Illness,0.032609,30/09/2012
RNZ,Mental Illness,0,30/09/2012
RTE,Mental Illness,0,30/09/2012
RTQ,Mental Illness,192.967391,30/09/2012
RVJ,Mental Illness,12.184783,30/09/2012
RVN,Mental Illness,491.804348,30/09/2012
RDZ,Mental Illness,0,30/09/2012
REF,Mental Illness,0,30/09/2012
RH5,Mental Illness,144.5,30/09/2012
RH8,Mental Illness,0,30/09/2012
RJ8,Mental Illness,131.032609,30/09/2012
RK9,Mental Illness,0,30/09/2012
RBB,Mental Illness,0,30/09/2012
RBD,Mental Illness,0,30/09/2012
RBZ,Mental Illness,0,30/09/2012
RD1,Mental Illness,0,30/09/2012
RD3,Mental Illness,0,30/09/2012
RDY,Mental Illness,80.576087,30/09/2012
5QH,Mental Illness,0,30/09/2012
RA3,Mental Illness,0,30/09/2012
RA4,Mental Illness,0,30/09/2012
RA7,Mental Illness,0,30/09/2012
RA9,Mental Illness,0,30/09/2012
RBA,Mental Illness,0,30/09/2012
RN5,Mental Illness,0,30/09/2012
RNU,Mental Illness,403.021739,30/09/2012
RTH,Mental Illness,0,30/09/2012
5KM,Mental Illness,0,31/03/2010
RD8,Mental Illness,0,31/03/2010
5CQ,Mental Illness,59.983562,31/03/2010
RP6,Mental Illness,0,31/03/2010
5D7,Mental Illness,0,31/03/2010
5L3,Mental Illness,0,31/03/2010
RW4,Mental Illness,389.90137,31/03/2010
RBT,Mental Illness,0,31/03/2010
RQ8,Mental Illness,0,31/03/2010
5PX,Mental Illness,0,31/03/2010
RJD,Mental Illness,0,31/03/2010
REP,Mental Illness,0,31/03/2010
RC9,Mental Illness,0,31/03/2010
RWF,Mental Illness,0,31/03/2010
TAE,Mental Illness,233.334247,31/03/2010
RJ6,Mental Illness,0,31/03/2010
RPA,Mental Illness,0,31/03/2010
5PA,Mental Illness,13.810959,31/03/2010
RT5,Mental Illness,388.632877,31/03/2010
RP7,Mental Illness,216.49589,31/03/2010
5N9,Mental Illness,0,31/03/2010
RBQ,Mental Illness,0,31/03/2010
5NL,Mental Illness,0,31/03/2010
5LD,Mental Illness,0,31/03/2010
RW5,Mental Illness,632.767123,31/03/2010
RXN,Mental Illness,0,31/03/2010
RGD,Mental Illness,329.517808,31/03/2010
5N1,Mental Illness,7.312329,31/03/2010
RR8,Mental Illness,0,31/03/2010
RGP,Mental Illness,0,31/03/2010
5LA,Mental Illness,0,31/03/2010
RXY,Mental Illness,487.778082,31/03/2010
RNQ,Mental Illness,0,31/03/2010
RJZ,Mental Illness,0,31/03/2010
RAX,Mental Illness,0,31/03/2010
RWA,Mental Illness,0,31/03/2010
RV9,Mental Illness,155.991781,31/03/2010
RYJ,Mental Illness,0,31/03/2010
RGQ,Mental Illness,0,31/03/2010
5QT,Mental Illness,56.057534,31/03/2010
5K8,Mental Illness,8.339726,31/03/2010
5CN,Mental Illness,53.290411,31/03/2010
RWR,Mental Illness,431.468493,31/03/2010
5NQ,Mental Illness,0,31/03/2010
5AT,Mental Illness,0,31/03/2010
RQQ,Mental Illness,0,31/03/2010
RQX,Mental Illness,0,31/03/2010
5P8,Mental Illness,0,31/03/2010
5A4,Mental Illness,0,31/03/2010
5MX,Mental Illness,0,31/03/2010
RR1,Mental Illness,0,31/03/2010
RD7,Mental Illness,0,31/03/2010
RLQ,Mental Illness,0,31/03/2010
RXV,Mental Illness,548.961644,31/03/2010
RJ1,Mental Illness,0,31/03/2010
RW1,Mental Illness,519.421918,31/03/2010
5QC,Mental Illness,0,31/03/2010
5C9,Mental Illness,0,31/03/2010
RCD,Mental Illness,0,31/03/2010
RLT,Mental Illness,0,31/03/2010
RTE,Mental Illness,0,31/03/2010
5QH,Mental Illness,0,31/03/2010
RP4,Mental Illness,5.164384,31/03/2010
RN3,Mental Illness,8.380822,31/03/2010
5PR,Mental Illness,0,31/03/2010
RXC,Mental Illness,0,31/03/2010
5QA,Mental Illness,0,31/03/2010
5C1,Mental Illness,0,31/03/2010
RVR,Mental Illness,0,31/03/2010
RDU,Mental Illness,0,31/03/2010
RR7,Mental Illness,59.213699,31/03/2010
RVV,Mental Illness,0,31/03/2010
RXR,Mental Illness,0,31/03/2010
5NH,Mental Illness,0,31/03/2010
RWK,Mental Illness,601.838356,31/03/2010
5NW,Mental Illness,0,31/03/2010
5P7,Mental Illness,0,31/03/2010
RYK,Mental Illness,171.449315,31/03/2010
5PE,Mental Illness,0,31/03/2010
RC3,Mental Illness,0,31/03/2010
RWH,Mental Illness,0,31/03/2010
5P3,Mental Illness,0,31/03/2010
RJN,Mental Illness,0,31/03/2010
5QQ,Mental Illness,3.975342,31/03/2010
RP5,Mental Illness,0,31/03/2010
5N5,Mental Illness,0,31/03/2010
RBD,Mental Illness,0,31/03/2010
RDY,Mental Illness,0,31/03/2010
5QM,Mental Illness,84.547945,31/03/2010
5NE,Mental Illness,0,31/03/2010
RN7,Mental Illness,0,31/03/2010
RTG,Mental Illness,0,31/03/2010
5N6,Mental Illness,51.761644,31/03/2010
RXM,Mental Illness,284.435616,31/03/2010
RWV,Mental Illness,257.635616,31/03/2010
RJ8,Mental Illness,140.821918,31/03/2010
RJR,Mental Illness,0,31/03/2010
RXP,Mental Illness,0,31/03/2010
5ND,Mental Illness,0,31/03/2010
RYG,Mental Illness,282.082192,31/03/2010
RNN,Mental Illness,0,31/03/2010
RXA,Mental Illness,237.093151,31/03/2010
RFS,Mental Illness,0,31/03/2010
RLN,Mental Illness,0,31/03/2010
REN,Mental Illness,0,31/03/2010
RDE,Mental Illness,0,31/03/2010
5QP,Mental Illness,0,31/03/2010
TAF,Mental Illness,322.564384,31/03/2010
5K7,Mental Illness,0,31/03/2010
RV3,Mental Illness,0,31/03/2010
5NG,Mental Illness,0,31/03/2010
RW3,Mental Illness,6.572603,31/03/2010
RQM,Mental Illness,0,31/03/2010
5JX,Mental Illness,0,31/03/2010
RWY,Mental Illness,0,31/03/2010
RJX,Mental Illness,0,31/03/2010
RGT,Mental Illness,0,31/03/2010
RT1,Mental Illness,321.328767,31/03/2010
5PP,Mental Illness,0,31/03/2010
TAD,Mental Illness,175.175342,31/03/2010
RAE,Mental Illness,0,31/03/2010
RXH,Mental Illness,0,31/03/2010
RXQ,Mental Illness,0,31/03/2010
5QD,Mental Illness,0,31/03/2010
RJF,Mental Illness,0,31/03/2010
RXT,Mental Illness,666.082192,31/03/2010
RQ3,Mental Illness,39.290411,31/03/2010
RTR,Learning Disabilities,0,31/03/2020
RV9,Learning Disabilities,7.67033,31/03/2020
RFR,Learning Disabilities,0,31/03/2020
RGD,Learning Disabilities,8.395604,31/03/2020
RHQ,Learning Disabilities,0,31/03/2020
RJL,Learning Disabilities,0,31/03/2020
RNN,Learning Disabilities,0,31/03/2020
RP5,Learning Disabilities,0,31/03/2020
RAE,Learning Disabilities,0,31/03/2020
RCB,Learning Disabilities,0,31/03/2020
RCD,Learning Disabilities,0,31/03/2020
RCF,Learning Disabilities,0,31/03/2020
RCU,Learning Disabilities,0,31/03/2020
RFF,Learning Disabilities,0,31/03/2020
RWW,Learning Disabilities,0,31/03/2020
RXA,Learning Disabilities,25.967033,31/03/2020
RXL,Learning Disabilities,0,31/03/2020
RXN,Learning Disabilities,0,31/03/2020
RXR,Learning Disabilities,0,31/03/2020
R0B,Learning Disabilities,2.681319,31/03/2020
RTX,Learning Disabilities,0,31/03/2020
RVY,Learning Disabilities,0,31/03/2020
RW4,Learning Disabilities,88.472527,31/03/2020
RW5,Learning Disabilities,0,31/03/2020
RW6,Learning Disabilities,0,31/03/2020
RWJ,Learning Disabilities,0,31/03/2020
RM3,Learning Disabilities,0,31/03/2020
RMC,Learning Disabilities,0,31/03/2020
RMP,Learning Disabilities,0,31/03/2020
RRF,Learning Disabilities,0,31/03/2020
RT2,Learning Disabilities,0,31/03/2020
RTV,Learning Disabilities,3.824176,31/03/2020
REM,Learning Disabilities,0,31/03/2020
REN,Learning Disabilities,0,31/03/2020
REP,Learning Disabilities,0,31/03/2020
RET,Learning Disabilities,0,31/03/2020
RJN,Learning Disabilities,0,31/03/2020
RJR,Learning Disabilities,0,31/03/2020
RBL,Learning Disabilities,0,31/03/2020
RBN,Learning Disabilities,0,31/03/2020
RBQ,Learning Disabilities,0,31/03/2020
RBS,Learning Disabilities,0,31/03/2020
RBT,Learning Disabilities,0,31/03/2020
RBV,Learning Disabilities,0,31/03/2020
RT1,Learning Disabilities,4.406593,31/03/2020
RWG,Learning Disabilities,0,31/03/2020
RWH,Learning Disabilities,0,31/03/2020
RWR,Learning Disabilities,63.065934,31/03/2020
RY3,Learning Disabilities,3.505495,31/03/2020
R0A,Learning Disabilities,0,31/03/2020
RGR,Learning Disabilities,0,31/03/2020
RGT,Learning Disabilities,0,31/03/2020
RM1,Learning Disabilities,0,31/03/2020
RMY,Learning Disabilities,4.362637,31/03/2020
RQ8,Learning Disabilities,0,31/03/2020
RQW,Learning Disabilities,0,31/03/2020
RD8,Learning Disabilities,0,31/03/2020
RDD,Learning Disabilities,0,31/03/2020
RDE,Learning Disabilities,0,31/03/2020
RGM,Learning Disabilities,0,31/03/2020
RGN,Learning Disabilities,0,31/03/2020
RGP,Learning Disabilities,0,31/03/2020
TAJ,Learning Disabilities,26,31/03/2020
R1L,Learning Disabilities,9.692308,31/03/2020
RAJ,Learning Disabilities,0,31/03/2020
RC1,Learning Disabilities,0,31/03/2020
RC9,Learning Disabilities,0,31/03/2020
RCX,Learning Disabilities,0,31/03/2020
RXW,Learning Disabilities,0,31/03/2020
RY5,Learning Disabilities,0,31/03/2020
RY8,Learning Disabilities,9.758242,31/03/2020
RYG,Learning Disabilities,46.857143,31/03/2020
RYK,Learning Disabilities,0,31/03/2020
RYW,Learning Disabilities,0,31/03/2020
RWE,Learning Disabilities,0,31/03/2020
RWP,Learning Disabilities,0,31/03/2020
RX1,Learning Disabilities,0,31/03/2020
RXK,Learning Disabilities,0,31/03/2020
RXM,Learning Disabilities,0,31/03/2020
RXT,Learning Disabilities,0,31/03/2020
RQ3,Learning Disabilities,0,31/03/2020
