Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
RXC,General & Acute,645.76087,30/09/2012
RXH,General & Acute,678.391304,30/09/2012
RXX,General & Acute,0,30/09/2012
RXY,General & Acute,7.423913,30/09/2012
RYR,General & Acute,764.945652,30/09/2012
RPA,General & Acute,413.217391,30/09/2012
RPC,General & Acute,50.967391,30/09/2012
RTK,General & Acute,445.913043,30/09/2012
RTP,General & Acute,507.543478,30/09/2012
RVV,General & Acute,805.086957,30/09/2012
RWF,General & Acute,611.326087,30/09/2012
RYX,General & Acute,203.706522,30/09/2012
TAF,General & Acute,0,30/09/2012
RA2,General & Acute,401.5,30/09/2012
RDR,General & Acute,116.195652,30/09/2012
RDU,General & Acute,468.967391,30/09/2012
RN7,General & Acute,383.532609,30/09/2012
RV8,General & Acute,646.173913,30/09/2012
RVL,General & Acute,649.184783,30/09/2012
RVR,General & Acute,588.5,30/09/2012
RWK,General & Acute,47.097826,30/09/2012
RYJ,General & Acute,705.054348,30/09/2012
RYQ,General & Acute,829.73913,30/09/2012
RQY,General & Acute,0,30/09/2012
RRP,General & Acute,0,30/09/2012
RRV,General & Acute,676.163043,30/09/2012
RT3,General & Acute,342.141304,30/09/2012
RV3,General & Acute,60.347826,30/09/2012
RV5,General & Acute,0,30/09/2012
RP4,General & Acute,270.438457,30/09/2012
RP6,General & Acute,3.25,30/09/2012
RPG,General & Acute,0,30/09/2012
RPY,General & Acute,166.423913,30/09/2012
RQM,General & Acute,293.543478,30/09/2012
RQX,General & Acute,306,30/09/2012
RJ2,General & Acute,323.054348,30/09/2012
RJ6,General & Acute,446.902174,30/09/2012
RJ7,General & Acute,744.891304,30/09/2012
RJZ,General & Acute,744.315217,30/09/2012
RKE,General & Acute,209.706522,30/09/2012
RKL,General & Acute,0,30/09/2012
RAT,General & Acute,115.293478,30/09/2012
RAX,General & Acute,329.326087,30/09/2012
RC3,General & Acute,407.782609,30/09/2012
RF4,General & Acute,919.423913,30/09/2012
RFW,General & Acute,280.73913,30/09/2012
RJ1,General & Acute,773.413043,30/09/2012
RYV,General & Acute,77.5,30/09/2012
R1H,General & Acute,1513.826087,30/09/2012
RAL,General & Acute,414.663043,30/09/2012
RAN,General & Acute,141.913043,30/09/2012
RAP,General & Acute,290.880435,30/09/2012
RAS,General & Acute,305.336957,30/09/2012
RWG,General & Acute,552.891304,30/09/2012
RWH,General & Acute,568.141304,30/09/2012
RWN,General & Acute,72.347826,30/09/2012
RWR,General & Acute,0,30/09/2012
RY3,General & Acute,99.467391,30/09/2012
RY4,General & Acute,209.923913,30/09/2012
RMY,General & Acute,0,30/09/2012
RQ8,General & Acute,450.358696,30/09/2012
RQQ,General & Acute,196.728261,30/09/2012
RQW,General & Acute,359.565217,30/09/2012
RRD,General & Acute,0,30/09/2012
RT1,General & Acute,0,30/09/2012
RGN,General & Acute,489.956522,30/09/2012
RGP,General & Acute,323.228261,30/09/2012
RGQ,General & Acute,478.228261,30/09/2012
RGR,General & Acute,321.836957,30/09/2012
RGT,General & Acute,785.23913,30/09/2012
RM1,General & Acute,812.445652,30/09/2012
RC1,General & Acute,311.380435,30/09/2012
RC9,General & Acute,474.630435,30/09/2012
RCX,General & Acute,386.282609,30/09/2012
RDD,General & Acute,554.945652,30/09/2012
RDE,General & Acute,502.130435,30/09/2012
RGM,General & Acute,191.913043,30/09/2012
RYG,General & Acute,0,30/09/2012
RYK,General & Acute,0,30/09/2012
RYW,General & Acute,354.054348,30/09/2012
TAJ,General & Acute,0,30/09/2012
5PT,General & Acute,13.663043,30/09/2012
RAJ,General & Acute,453.195652,30/09/2012
RRJ,General & Acute,87.565217,30/09/2012
RRK,General & Acute,921.217391,30/09/2012
RWP,General & Acute,655.543478,30/09/2012
RXK,General & Acute,636.934783,30/09/2012
RXT,General & Acute,0,30/09/2012
RXW,General & Acute,646.076087,30/09/2012
RLU,General & Acute,11.98913,30/09/2012
RLY,General & Acute,0,30/09/2012
RQW,Mental Illness,0,30/09/2019
RD8,Mental Illness,0,30/09/2019
RDD,Mental Illness,0,30/09/2019
RDE,Mental Illness,0,30/09/2019
RGM,Mental Illness,0,30/09/2019
RGN,Mental Illness,0,30/09/2019
RGP,Mental Illness,0,30/09/2019
TAJ,Mental Illness,129.021739,30/09/2019
R1L,Mental Illness,571.391304,30/09/2019
RAJ,Mental Illness,0,30/09/2019
RC1,Mental Illness,0,30/09/2019
RC9,Mental Illness,0,30/09/2019
RCX,Mental Illness,0,30/09/2019
RXW,Mental Illness,0,30/09/2019
RY5,Mental Illness,0,30/09/2019
RY8,Mental Illness,20.097826,30/09/2019
RYG,Mental Illness,224.402174,30/09/2019
RYK,Mental Illness,144.913043,30/09/2019
RYW,Mental Illness,0,30/09/2019
RWE,Mental Illness,0,30/09/2019
RWP,Mental Illness,0,30/09/2019
RX1,Mental Illness,0,30/09/2019
RXK,Mental Illness,0,30/09/2019
RXM,Mental Illness,244.652174,30/09/2019
RXT,Mental Illness,655.902174,30/09/2019
RQ3,Mental Illness,23.173913,30/09/2019
RRE,Mental Illness,256.75,30/09/2019
RRJ,Mental Illness,0,30/09/2019
RRK,Mental Illness,0,30/09/2019
RTG,Mental Illness,0,30/09/2019
RWD,Mental Illness,0,30/09/2019
RLY,Mental Illness,141.021739,30/09/2019
RNA,Mental Illness,0,30/09/2019
RNQ,Mental Illness,0,30/09/2019
RNS,Mental Illness,0,30/09/2019
RP1,Mental Illness,169.717391,30/09/2019
RP7,Mental Illness,191.923913,30/09/2019
RK5,Mental Illness,0,30/09/2019
RKB,Mental Illness,0,30/09/2019
RL1,Mental Illness,0,30/09/2019
RL4,Mental Illness,0,30/09/2019
RLQ,Mental Illness,0,30/09/2019
RLT,Mental Illness,0,30/09/2019
R1A,Mental Illness,114.413043,30/09/2019
RBK,Mental Illness,0,30/09/2019
RFS,Mental Illness,0,30/09/2019
RHA,Mental Illness,766.413043,30/09/2019
RJC,Mental Illness,0,30/09/2019
RJE,Mental Illness,0,30/09/2019
RXC,Mental Illness,0,30/09/2019
RXH,Mental Illness,0,30/09/2019
RXQ,Mental Illness,0,30/09/2019
RXX,Mental Illness,172.586957,30/09/2019
RXY,Mental Illness,408.163043,30/09/2019
RYR,Mental Illness,0,30/09/2019
RTP,Mental Illness,0,30/09/2019
RVV,Mental Illness,0,30/09/2019
RW1,Mental Illness,371.5,30/09/2019
RWF,Mental Illness,0,30/09/2019
RWX,Mental Illness,134.271739,30/09/2019
RX2,Mental Illness,552.467391,30/09/2019
RN7,Mental Illness,0,30/09/2019
RNU,Mental Illness,340.097826,30/09/2019
RPA,Mental Illness,0,30/09/2019
RPC,Mental Illness,0,30/09/2019
RTH,Mental Illness,0,30/09/2019
RTK,Mental Illness,0,30/09/2019
RDR,Mental Illness,0,30/09/2019
RDU,Mental Illness,0,30/09/2019
RHM,Mental Illness,0,30/09/2019
RHU,Mental Illness,0,30/09/2019
RHW,Mental Illness,0,30/09/2019
RN5,Mental Illness,0,30/09/2019
RVJ,Mental Illness,6.543478,30/09/2019
RVN,Mental Illness,448.152174,30/09/2019
RWV,Mental Illness,256.26087,30/09/2019
R1C,Mental Illness,55.880435,30/09/2019
R1F,Mental Illness,36.391304,30/09/2019
RA2,Mental Illness,0,30/09/2019
RJ8,Mental Illness,105.902174,30/09/2019
RK9,Mental Illness,0,30/09/2019
RN3,Mental Illness,0,30/09/2019
RNZ,Mental Illness,0,30/09/2019
RTE,Mental Illness,0,30/09/2019
RTQ,Mental Illness,191.065217,30/09/2019
RD3,Mental Illness,0,30/09/2019
RDY,Mental Illness,211.163043,30/09/2019
RDZ,Mental Illness,0,30/09/2019
REF,Mental Illness,0,30/09/2019
RH5,Mental Illness,116.630435,30/09/2019
RH8,Mental Illness,0,30/09/2019
RA7,Mental Illness,0,30/09/2019
RA9,Mental Illness,0,30/09/2019
RBA,Mental Illness,0,30/09/2019
RBD,Mental Illness,0,30/09/2019
RBZ,Mental Illness,0,30/09/2019
RD1,Mental Illness,0,30/09/2019
RYJ,Mental Illness,0,30/09/2019
RYX,Mental Illness,0,30/09/2019
TAF,Mental Illness,183.402174,30/09/2019
R1J,Mental Illness,0,30/09/2019
RA3,Mental Illness,0,30/09/2019
RA4,Mental Illness,0,30/09/2019
RRP,Mental Illness,486.391304,30/09/2019
RRV,Mental Illness,7.663043,30/09/2019
RT3,Mental Illness,0,30/09/2019
RV3,Mental Illness,644.532609,30/09/2019
RVR,Mental Illness,0,30/09/2019
RWK,Mental Illness,788.326087,30/09/2019
RP6,Mental Illness,0,30/09/2019
RPG,Mental Illness,367.532609,30/09/2019
RPY,Mental Illness,0,30/09/2019
RQM,Mental Illness,0,30/09/2019
RQX,Mental Illness,0,30/09/2019
RQY,Mental Illness,328.184783,30/09/2019
RJ6,Mental Illness,0,30/09/2019
RJ7,Mental Illness,0,30/09/2019
RJZ,Mental Illness,0,30/09/2019
RKE,Mental Illness,10.173913,30/09/2019
RKL,Mental Illness,636.413043,30/09/2019
RP4,Mental Illness,6.815217,30/09/2019
RAS,Mental Illness,0,30/09/2019
RAT,Mental Illness,191.097826,30/09/2019
RAX,Mental Illness,0,30/09/2019
RF4,Mental Illness,0,30/09/2019
RJ1,Mental Illness,0,30/09/2019
RJ2,Mental Illness,0,30/09/2019
RX4,Learning Disabilities,111.73913,31/12/2017
RXA,Learning Disabilities,33.108696,31/12/2017
RXE,Learning Disabilities,0,31/12/2017
RXF,Learning Disabilities,0,31/12/2017
RW4,Learning Disabilities,125.532609,31/12/2017
RW5,Learning Disabilities,0,31/12/2017
RW6,Learning Disabilities,0,31/12/2017
RWA,Learning Disabilities,0,31/12/2017
RWJ,Learning Disabilities,0,31/12/2017
RWW,Learning Disabilities,0,31/12/2017
RTR,Learning Disabilities,0,31/12/2017
RTV,Learning Disabilities,6.586957,31/12/2017
RTX,Learning Disabilities,0,31/12/2017
RV9,Learning Disabilities,12.51087,31/12/2017
RVW,Learning Disabilities,0,31/12/2017
RVY,Learning Disabilities,0,31/12/2017
RR7,Learning Disabilities,0,31/12/2017
RR8,Learning Disabilities,0,31/12/2017
RRF,Learning Disabilities,0,31/12/2017
RT2,Learning Disabilities,0,31/12/2017
RTD,Learning Disabilities,0,31/12/2017
RTF,Learning Disabilities,0,31/12/2017
RMC,Learning Disabilities,0,31/12/2017
RMP,Learning Disabilities,0,31/12/2017
RNL,Learning Disabilities,0,31/12/2017
RNN,Learning Disabilities,5.434783,31/12/2017
RP5,Learning Disabilities,0,31/12/2017
RQ6,Learning Disabilities,0,31/12/2017
RHQ,Learning Disabilities,0,31/12/2017
RJL,Learning Disabilities,0,31/12/2017
RJN,Learning Disabilities,0,31/12/2017
RJR,Learning Disabilities,0,31/12/2017
RLN,Learning Disabilities,0,31/12/2017
RM3,Learning Disabilities,0,31/12/2017
REN,Learning Disabilities,0,31/12/2017
REP,Learning Disabilities,0,31/12/2017
RET,Learning Disabilities,0,31/12/2017
RFF,Learning Disabilities,0,31/12/2017
RFR,Learning Disabilities,0,31/12/2017
RGD,Learning Disabilities,14.467391,31/12/2017
RCB,Learning Disabilities,0,31/12/2017
RCD,Learning Disabilities,0,31/12/2017
RCF,Learning Disabilities,0,31/12/2017
RCU,Learning Disabilities,0,31/12/2017
RE9,Learning Disabilities,4.630435,31/12/2017
REM,Learning Disabilities,0,31/12/2017
RBL,Learning Disabilities,0,31/12/2017
RBN,Learning Disabilities,0,31/12/2017
RBQ,Learning Disabilities,0,31/12/2017
RBS,Learning Disabilities,0,31/12/2017
RBT,Learning Disabilities,0,31/12/2017
RBV,Learning Disabilities,0,31/12/2017
RXQ,General & Acute,662,31/12/2017
RXX,General & Acute,0,31/12/2017
RXY,General & Acute,0,31/12/2017
RYR,General & Acute,906.804348,31/12/2017
R0A,Learning Disabilities,0,31/12/2017
RAE,Learning Disabilities,0,31/12/2017
RWF,General & Acute,729.75,31/12/2017
RWV,General & Acute,0,31/12/2017
RWX,General & Acute,37.532609,31/12/2017
RX2,General & Acute,0,31/12/2017
RXC,General & Acute,667.945652,31/12/2017
RXH,General & Acute,751.086957,31/12/2017
RTP,General & Acute,586.380435,31/12/2017
RTQ,General & Acute,0,31/12/2017
RVJ,General & Acute,845.73913,31/12/2017
RVN,General & Acute,0,31/12/2017
RVV,General & Acute,884.304348,31/12/2017
RW1,General & Acute,87,31/12/2017
RNZ,General & Acute,408,31/12/2017
RPA,General & Acute,430.152174,31/12/2017
RPC,General & Acute,38.869565,31/12/2017
RTE,General & Acute,841.532609,31/12/2017
RTH,General & Acute,939.413043,31/12/2017
RTK,General & Acute,431.445652,31/12/2017
RJ8,General & Acute,101.652174,31/12/2017
RK9,General & Acute,783.369565,31/12/2017
RN3,General & Acute,537.586957,31/12/2017
RN5,General & Acute,691.184783,31/12/2017
RN7,General & Acute,467.152174,31/12/2017
RNU,General & Acute,131.369565,31/12/2017
REF,General & Acute,613.934783,31/12/2017
RH5,General & Acute,187.228261,31/12/2017
RH8,General & Acute,671.5,31/12/2017
RHM,General & Acute,1002.304348,31/12/2017
RHU,General & Acute,934.793478,31/12/2017
RHW,General & Acute,544.706522,31/12/2017
RD1,General & Acute,477.771739,31/12/2017
RD3,General & Acute,439.836957,31/12/2017
RDR,General & Acute,0,31/12/2017
RDU,General & Acute,1187.641304,31/12/2017
RDY,General & Acute,0,31/12/2017
RDZ,General & Acute,520.054348,31/12/2017
RA4,General & Acute,286.641304,31/12/2017
RA7,General & Acute,674.51087,31/12/2017
RA9,General & Acute,311.9,31/12/2017
RBA,General & Acute,406.076087,31/12/2017
RBD,General & Acute,256.380435,31/12/2017
RBZ,General & Acute,230.021739,31/12/2017
TAF,General & Acute,0,31/12/2017
R1C,General & Acute,69.521739,31/12/2017
R1F,General & Acute,232.728261,31/12/2017
R1J,General & Acute,0,31/12/2017
RA2,General & Acute,365.48913,31/12/2017
RA3,General & Acute,246.663043,31/12/2017
RT3,General & Acute,316.597826,31/12/2017
RV3,General & Acute,71.793478,31/12/2017
RVR,General & Acute,676.771739,31/12/2017
RWK,General & Acute,21.956522,31/12/2017
RYJ,General & Acute,859.945652,31/12/2017
RYX,General & Acute,8.706522,31/12/2017
RPY,General & Acute,156.608696,31/12/2017
RQM,General & Acute,705.782609,31/12/2017
RQX,General & Acute,265.771739,31/12/2017
RQY,General & Acute,0,31/12/2017
RRP,General & Acute,0,31/12/2017
RRV,General & Acute,622.73913,31/12/2017
RJZ,General & Acute,1237.23913,31/12/2017
RKE,General & Acute,247.119565,31/12/2017
RKL,General & Acute,15.978261,31/12/2017
RP4,General & Acute,232.978261,31/12/2017
RP6,General & Acute,5.706522,31/12/2017
RPG,General & Acute,0,31/12/2017
TAH,Maternity,0,30/09/2019
R1H,Mental Illness,0,30/09/2019
R1K,Mental Illness,0,30/09/2019
RAL,Mental Illness,1.347826,30/09/2019
RAN,Mental Illness,0,30/09/2019
RAP,Mental Illness,0,30/09/2019
RXE,Maternity,0,30/09/2019
RXF,Maternity,40.152174,30/09/2019
RXG,Maternity,0,30/09/2019
RXP,Maternity,38.945652,30/09/2019
RY6,Maternity,0,30/09/2019
TAD,Maternity,0,30/09/2019
RV9,Maternity,0,30/09/2019
RVW,Maternity,13,30/09/2019
RWA,Maternity,17.5,30/09/2019
RWY,Maternity,31.423913,30/09/2019
RX3,Maternity,0,30/09/2019
RX4,Maternity,0,30/09/2019
RP5,Maternity,46.456522,30/09/2019
RR7,Maternity,13.619565,30/09/2019
RR8,Maternity,58.369565,30/09/2019
RTD,Maternity,45.336957,30/09/2019
RTF,Maternity,20.782609,30/09/2019
RTR,Maternity,24.434783,30/09/2019
RFR,Maternity,17.869565,30/09/2019
RGD,Maternity,0,30/09/2019
RHQ,Maternity,64.717391,30/09/2019
RJL,Maternity,31.630435,30/09/2019
RNL,Maternity,19.108696,30/09/2019
RNN,Maternity,0,30/09/2019
RAE,Maternity,52.902174,30/09/2019
RCB,Maternity,33.097826,30/09/2019
RCD,Maternity,11.228261,30/09/2019
RCF,Maternity,14.902174,30/09/2019
RCU,Maternity,0,30/09/2019
RFF,Maternity,19.315217,30/09/2019
RWW,Maternity,20.217391,30/09/2019
RXA,Maternity,0,30/09/2019
RXL,Maternity,19.684783,30/09/2019
RXN,Maternity,33.630435,30/09/2019
RXR,Maternity,37.5,30/09/2019
R0B,Maternity,18.695652,30/09/2019
RTX,Maternity,18.641304,30/09/2019
RVY,Maternity,13.086957,30/09/2019
RW4,Maternity,0,30/09/2019
RW5,Maternity,0,30/09/2019
RW6,Maternity,79.913043,30/09/2019
RWJ,Maternity,20.184783,30/09/2019
RMC,Maternity,52.086957,30/09/2019
RMP,Maternity,21.021739,30/09/2019
RQ6,Maternity,0,30/09/2019
RRF,Maternity,19.869565,30/09/2019
RT2,Maternity,0,30/09/2019
RTV,Maternity,0,30/09/2019
REN,Maternity,0,30/09/2019
REP,Maternity,60,30/09/2019
RET,Maternity,0,30/09/2019
RJN,Maternity,10.652174,30/09/2019
RJR,Maternity,22.836957,30/09/2019
RM3,Maternity,0,30/09/2019
RBN,Maternity,27.043478,30/09/2019
RBQ,Maternity,0,30/09/2019
RBS,Maternity,0,30/09/2019
RBT,Maternity,17.673913,30/09/2019
RBV,Maternity,0,30/09/2019
REM,Maternity,0,30/09/2019
RWG,Maternity,22.891304,30/09/2019
RWH,Maternity,47.684783,30/09/2019
RWR,Maternity,0,30/09/2019
RY3,Maternity,0,30/09/2019
R0A,Maternity,120.097826,30/09/2019
RBL,Maternity,21.869565,30/09/2019
RGT,Maternity,39.184783,30/09/2019
RM1,Maternity,39,30/09/2019
RMY,Maternity,0,30/09/2019
RQ8,Maternity,41.521739,30/09/2019
RQW,Maternity,33.206522,30/09/2019
RT1,Maternity,0,30/09/2019
RDD,Maternity,30.913043,30/09/2019
RDE,Maternity,42.097826,30/09/2019
RGM,Maternity,0,30/09/2019
RGN,Maternity,45.891304,30/09/2019
RGP,Maternity,16.467391,30/09/2019
RGR,Maternity,11.967391,30/09/2019
R1L,Maternity,0,30/09/2019
RAJ,Maternity,14,30/09/2019
RC1,Maternity,19.978261,30/09/2019
RC9,Maternity,55.543478,30/09/2019
RCX,Maternity,18.880435,30/09/2019
RD8,Maternity,33.336957,30/09/2019
RY5,Maternity,0,30/09/2019
RY8,Maternity,0,30/09/2019
RYG,Maternity,0,30/09/2019
RYK,Maternity,0,30/09/2019
RYW,Maternity,0,30/09/2019
TAJ,Maternity,0,30/09/2019
RWP,Maternity,39.434783,30/09/2019
RX1,Maternity,75.619565,30/09/2019
RXK,Maternity,39.521739,30/09/2019
RXM,Maternity,0,30/09/2019
RXT,Maternity,0,30/09/2019
RXW,Maternity,22.597826,30/09/2019
RRE,Maternity,0,30/09/2019
RRJ,Maternity,0,30/09/2019
RRK,Maternity,75.054348,30/09/2019
RTG,Maternity,62.021739,30/09/2019
RWD,Maternity,120.23913,30/09/2019
RWE,Maternity,78.98913,30/09/2019
RNA,Maternity,24.23913,30/09/2019
RNQ,Maternity,32.826087,30/09/2019
RNS,Maternity,33.543478,30/09/2019
RP1,Maternity,0,30/09/2019
RP7,Maternity,0,30/09/2019
RQ3,Maternity,69.184783,30/09/2019
RKB,Maternity,6.217391,30/09/2019
RL1,Maternity,0,30/09/2019
RL4,Maternity,32.173913,30/09/2019
RLQ,Maternity,9.032609,30/09/2019
RLT,Maternity,15.804348,30/09/2019
RLY,Maternity,0,30/09/2019
RBK,Maternity,18.576087,30/09/2019
RFS,Maternity,17.826087,30/09/2019
RHA,Maternity,0,30/09/2019
RJC,Maternity,36.793478,30/09/2019
RJE,Maternity,57.358696,30/09/2019
RK5,Maternity,29.195652,30/09/2019
RXH,Maternity,62.413043,30/09/2019
RXQ,Maternity,36.445652,30/09/2019
RXX,Maternity,0,30/09/2019
RXY,Maternity,0,30/09/2019
RYR,Maternity,25.576087,30/09/2019
R1A,Maternity,0,30/09/2019
RVV,Maternity,27.054348,30/09/2019
RW1,Maternity,0,30/09/2019
RWF,Maternity,28.402174,30/09/2019
RWX,Maternity,0,30/09/2019
RX2,Maternity,0,30/09/2019
RXC,Maternity,24.391304,30/09/2019
RNU,Maternity,0,30/09/2019
RPA,Maternity,24.782609,30/09/2019
RPC,Maternity,0,30/09/2019
RTH,Maternity,80.304348,30/09/2019
RTK,Maternity,26.902174,30/09/2019
RTP,Maternity,30.456522,30/09/2019
RAX,General & Acute,363.402174,31/12/2017
RF4,General & Acute,797.23913,31/12/2017
RJ1,General & Acute,871.913043,31/12/2017
RJ2,General & Acute,825.815217,31/12/2017
RJ6,General & Acute,448.217391,31/12/2017
RJ7,General & Acute,851.532609,31/12/2017
R1K,General & Acute,1121.445652,31/12/2017
RAL,General & Acute,882.119565,31/12/2017
RAN,General & Acute,103.48913,31/12/2017
RAP,General & Acute,411.456522,31/12/2017
RAS,General & Acute,390.934783,31/12/2017
RAT,General & Acute,130,31/12/2017
RYG,General & Acute,0,31/12/2017
RYK,General & Acute,0,31/12/2017
RYV,General & Acute,13.456522,31/12/2017
RYW,General & Acute,189.032609,31/12/2017
TAJ,General & Acute,0,31/12/2017
R1H,General & Acute,1434.108696,31/12/2017
RXM,General & Acute,0,31/12/2017
RXT,General & Acute,0,31/12/2017
RXW,General & Acute,660.380435,31/12/2017
RY3,General & Acute,64.108696,31/12/2017
RY5,General & Acute,14.913043,31/12/2017
RY8,General & Acute,0,31/12/2017
RWE,General & Acute,1333.108696,31/12/2017
RWG,General & Acute,613.76087,31/12/2017
RWH,General & Acute,564.01087,31/12/2017
RWP,General & Acute,673.130435,31/12/2017
RX1,General & Acute,1316.815217,31/12/2017
RXK,General & Acute,586.391304,31/12/2017
RRE,General & Acute,0,31/12/2017
RRJ,General & Acute,74.423913,31/12/2017
RRK,General & Acute,1028.271739,31/12/2017
RT1,General & Acute,61.434783,31/12/2017
RTG,General & Acute,900.195652,31/12/2017
RWD,General & Acute,859.782609,31/12/2017
RP1,General & Acute,111.108696,31/12/2017
RP7,General & Acute,0,31/12/2017
RQ3,General & Acute,232.206522,31/12/2017
RQ8,General & Acute,494.521739,31/12/2017
RQW,General & Acute,453.163043,31/12/2017
RR1,General & Acute,1396.98913,31/12/2017
RLY,General & Acute,0,31/12/2017
RM1,General & Acute,811.445652,31/12/2017
RMY,General & Acute,0,31/12/2017
RNA,General & Acute,608.717391,31/12/2017
RNQ,General & Acute,594.565217,31/12/2017
RNS,General & Acute,673.119565,31/12/2017
RK5,General & Acute,523.641304,31/12/2017
RKB,General & Acute,1049.847826,31/12/2017
RL1,General & Acute,125.032609,31/12/2017
RL4,General & Acute,752.01087,31/12/2017
RLQ,General & Acute,238.423913,31/12/2017
RLT,General & Acute,269.978261,31/12/2017
RGR,General & Acute,359.315217,31/12/2017
RGT,General & Acute,877.195652,31/12/2017
RHA,General & Acute,76.163043,31/12/2017
RJC,General & Acute,403.630435,31/12/2017
RJE,General & Acute,1217.092391,31/12/2017
RJF,General & Acute,310.576087,31/12/2017
RDE,General & Acute,515.858696,31/12/2017
RFS,General & Acute,419.869565,31/12/2017
RGM,General & Acute,171.01087,31/12/2017
RGN,General & Acute,676.032609,31/12/2017
RGP,General & Acute,363.336957,31/12/2017
RGQ,General & Acute,605.391304,31/12/2017
RBK,General & Acute,413.445652,31/12/2017
RC1,General & Acute,376.76087,31/12/2017
RC9,General & Acute,591.434783,31/12/2017
RCX,General & Acute,392.73913,31/12/2017
RD8,General & Acute,430.021739,31/12/2017
RDD,General & Acute,631.163043,31/12/2017
TAD,General & Acute,0,31/12/2017
TAH,General & Acute,0,31/12/2017
R1A,General & Acute,34.130435,31/12/2017
R1E,General & Acute,106,31/12/2017
R1L,General & Acute,78.48913,31/12/2017
RAJ,General & Acute,485,31/12/2017
RTQ,Maternity,0,31/03/2010
RTV,Maternity,0,31/03/2010
REM,Maternity,0,31/03/2010
RCF,Maternity,15.326027,31/03/2010
RBS,Maternity,0,31/03/2010
RTK,Maternity,35.769863,31/03/2010
RA4,Mental Illness,0,31/03/2010
RCB,Mental Illness,0,31/03/2010
RBL,Mental Illness,0,31/03/2010
5MV,Mental Illness,59.917808,31/03/2010
RWP,Mental Illness,0,31/03/2010
RWQ,Mental Illness,156.00274,31/03/2010
5PL,Mental Illness,0,31/03/2010
RRF,Mental Illness,0,31/03/2010
5NN,Mental Illness,0,31/03/2010
RYR,Mental Illness,0,31/03/2010
RA3,Mental Illness,0,31/03/2010
RGC,Mental Illness,0,31/03/2010
5QK,Mental Illness,0,31/03/2010
RN1,Mental Illness,0,31/03/2010
5P4,Mental Illness,0,31/03/2010
5P9,Mental Illness,0,31/03/2010
RKL,Mental Illness,583.082192,31/03/2010
RFW,Mental Illness,0,31/03/2010
RGR,Mental Illness,0,31/03/2010
5P6,Mental Illness,0,31/03/2010
5M3,Mental Illness,0,31/03/2010
5LG,Mental Illness,0,31/03/2010
RWW,Mental Illness,0,31/03/2010
5PM,Mental Illness,0,31/03/2010
5PV,Mental Illness,0,31/03/2010
RWG,Mental Illness,0,31/03/2010
RM2,Mental Illness,0,31/03/2010
RA7,Mental Illness,0,31/03/2010
RKB,Mental Illness,0,31/03/2010
RWE,Mental Illness,0,31/03/2010
RTX,Mental Illness,0,31/03/2010
RBK,Mental Illness,0,31/03/2010
RM4,Mental Illness,0,31/03/2010
5NR,Mental Illness,0,31/03/2010
RWD,Mental Illness,0,31/03/2010
RRV,Mental Illness,7.652055,31/03/2010
RRK,Mental Illness,0,31/03/2010
RJE,Mental Illness,0,31/03/2010
RRJ,Mental Illness,0,31/03/2010
RL4,Mental Illness,0,31/03/2010
RET,Mental Illness,0,31/03/2010
RKE,Mental Illness,0,31/03/2010
TAL,Mental Illness,0,31/03/2010
5C4,Mental Illness,0,31/03/2010
RDU,Maternity,55.815217,30/09/2019
RHM,Maternity,32.054348,30/09/2019
RHU,Maternity,33.847826,30/09/2019
RHW,Maternity,29.054348,30/09/2019
RN5,Maternity,32.630435,30/09/2019
RN7,Maternity,34.706522,30/09/2019
RVN,Maternity,0,30/09/2019
RWV,Maternity,0,30/09/2019
R1C,Maternity,0,30/09/2019
R1F,Maternity,7.173913,30/09/2019
RA2,Maternity,21.684783,30/09/2019
RDR,Maternity,0,30/09/2019
RK9,Maternity,31.608696,30/09/2019
RN3,Maternity,20.717391,30/09/2019
RNZ,Maternity,16.913043,30/09/2019
RTE,Maternity,38.021739,30/09/2019
RTQ,Maternity,0,30/09/2019
RVJ,Maternity,41.184783,30/09/2019
RXG,Mental Illness,368.902174,30/09/2019
RXP,Mental Illness,0,30/09/2019
RY6,Mental Illness,7.26087,30/09/2019
TAD,Mental Illness,188.369565,30/09/2019
TAH,Mental Illness,137.554348,30/09/2019
RJ8,Maternity,0,30/09/2019
RWA,Mental Illness,0,30/09/2019
RWY,Mental Illness,0,30/09/2019
RX3,Mental Illness,594.51087,30/09/2019
RX4,Mental Illness,496.26087,30/09/2019
RXE,Mental Illness,221.152174,30/09/2019
RXF,Mental Illness,0,30/09/2019
RR8,Mental Illness,0,30/09/2019
RTD,Mental Illness,0,30/09/2019
RTF,Mental Illness,20.076087,30/09/2019
RTR,Mental Illness,0,30/09/2019
RV9,Mental Illness,133.945652,30/09/2019
RVW,Mental Illness,0,30/09/2019
RHQ,Mental Illness,0,30/09/2019
RJL,Mental Illness,0,30/09/2019
RNL,Mental Illness,0,30/09/2019
RNN,Mental Illness,121.434783,30/09/2019
RP5,Mental Illness,0,30/09/2019
RR7,Mental Illness,27.152174,30/09/2019
RCD,Mental Illness,0,30/09/2019
RCF,Mental Illness,0,30/09/2019
RCU,Mental Illness,14.641304,30/09/2019
RFF,Mental Illness,0,30/09/2019
RFR,Mental Illness,0,30/09/2019
RGD,Mental Illness,339.01087,30/09/2019
RXL,Mental Illness,0,30/09/2019
RXN,Mental Illness,0,30/09/2019
